t_rel_s,ts_ns,values
75.920,1779427951752020201,"[-6.512704849243164, 32.35095977783203, -0.1836744248867035, 0.0038010268472135067]"
75.939,1779427951771694041,"[-6.474102973937988, 32.358707427978516, 2.865393877029419, 0.003040821524336934]"
75.959,1779427951791736253,"[-6.451962947845459, 32.363128662109375, 2.4923150539398193, 0.0024326571729034185]"
75.980,1779427951811809672,"[-6.440865516662598, 32.36534118652344, 2.193851947784424, 0.0019461257616057992]"
76.000,1779427951831973506,"[-6.461956024169922, 32.36113739013672, -1.0476717948913574, -1.8602286577224731]"
76.019,1779427951851597181,"[-6.450876712799072, 32.363346099853516, -0.8381374478340149, -1.913535475730896]"
76.040,1779427951871920847,"[-6.43979549407959, 32.36555480957031, -0.6705099940299988, -1.9744516611099243]"
76.060,1779427951891958391,"[-6.43979549407959, 32.36555480957031, -0.536408007144928, -1.7436740398406982]"
76.079,1779427951911635732,"[-6.594198226928711, 32.334449768066406, -0.4291263818740845, -1.8514726161956787]"
76.099,1779427951931655194,"[-6.614105701446533, 32.33038330078125, -0.34330111742019653, -1.9156867265701294]"
76.120,1779427951951955818,"[-6.6235880851745605, 32.32844161987305, -3.2692675590515137, -1.8521887063980103]"
76.140,1779427951971807865,"[-6.680263519287109, 32.316776275634766, -2.8154139518737793, -0.5968286395072937]"
76.159,1779427951991738077,"[-6.705214977264404, 32.311607360839844, -5.458747386932373, -0.5880904793739319]"
76.180,1779427952011763955,"[-6.717804908752441, 32.30899429321289, -4.766997814178467, -0.591715395450592]"
76.199,1779427952031660335,"[-6.649171352386475, 32.32318878173828, -7.2213358879089355, -0.46324676275253296]"
76.219,1779427952051707213,"[-6.65238618850708, 32.32252883911133, -3.3804383277893066, -0.4476071000099182]"
76.239,1779427952071667467,"[-6.655613422393799, 32.321861267089844, -3.1043508052825928, -0.431925892829895]"
76.259,1779427952091742052,"[-6.655613422393799, 32.321861267089844, 0.11355683207511902, -0.4626540541648865]"
76.279,1779427952111731181,"[-6.4506330490112305, 32.36339569091797, -0.10915453732013702, -0.513545572757721]"
76.299,1779427952131716809,"[-6.413186550140381, 32.37083435058594, -3.2899892330169678, -0.5045293569564819]"
76.320,1779427952152346430,"[-6.413186550140381, 32.37083435058594, 2.9321250915527344, -0.5208154916763306]"
76.339,1779427952171689816,"[-6.2627034187316895, 32.40028762817383, 2.3457000255584717, -0.4630110263824463]"
76.359,1779427952191733486,"[-6.2094902992248535, 32.410526275634766, 1.8765599727630615, -0.45406967401504517]"
76.379,1779427952211698406,"[-6.183482646942139, 32.415496826171875, 1.5012480020523071, -0.45981064438819885]"
76.400,1779427952231850283,"[-6.243989944458008, 32.40389633178711, 4.190243721008301, 1.1612515449523926]"
76.419,1779427952251729746,"[-6.217526435852051, 32.40898513793945, 6.5588459968566895, 0.9290012121200562]"
76.439,1779427952271727041,"[-6.190586090087891, 32.41414260864258, 5.647076606750488, 0.743200957775116]"
76.459,1779427952291693711,"[-6.190586090087891, 32.41414260864258, 4.917661190032959, 0.5945607423782349]"
76.479,1779427952311691881,"[-6.216652870178223, 32.40915298461914, 4.3341288566589355, 0.4756486117839813]"
76.499,1779427952331725926,"[-6.2033562660217285, 32.41170120239258, 3.8673031330108643, 0.3805188834667206]"
76.520,1779427952352510711,"[-6.1965651512146, 32.413002014160156, 3.493842601776123, 0.30441510677337646]"
76.539,1779427952371644975,"[-6.224696159362793, 32.40760803222656, 3.1950740814208984, 0.24353209137916565]"
76.559,1779427952391663270,"[-6.220241069793701, 32.40846633911133, 2.956059217453003, 0.194825679063797]"
76.580,1779427952411844313,"[-6.2180495262146, 32.40888595581055, 5.756779670715332, 0.1558605432510376]"
76.600,1779427952431787650,"[-6.17153263092041, 32.41777420043945, 5.205423831939697, 0.12468843162059784]"
76.619,1779427952451712904,"[-6.1585259437561035, 32.420249938964844, 4.764338970184326, 0.09975074231624603]"
76.640,1779427952471778157,"[-6.151915550231934, 32.421504974365234, 4.411471366882324, 0.07980059832334518]"
76.660,1779427952492112906,"[-6.151915550231934, 32.421504974365234, 4.129177093505859, 0.06384047865867615]"
76.679,1779427952511701289,"[-6.107079982757568, 32.42998123168945, 0.897864580154419, 0.0510723814368248]"
76.699,1779427952531721917,"[-6.090940475463867, 32.433013916015625, 1.1182916164398193, 0.04085790365934372]"
76.720,1779427952552191123,"[-6.090940475463867, 32.433013916015625, -1.7013287544250488, 0.032686322927474976]"
76.739,1779427952571750924,"[-6.075336456298828, 32.43593978881836, -1.1610629558563232, 0.02614905871450901]"
76.759,1779427952591583137,"[-6.061699390411377, 32.43849182128906, 2.279240131378174, 0.02091924659907818]"
76.780,1779427952611809971,"[-6.054762363433838, 32.439788818359375, 2.2233920097351074, 0.016735397279262543]"
76.800,1779427952631787725,"[-6.1293840408325195, 32.4257698059082, 2.17871356010437, 0.013388318009674549]"
76.820,1779427952651845394,"[-6.134672164916992, 32.42477035522461, 2.1429710388183594, 0.010710654780268669]"
76.839,1779427952671654275,"[-6.137272834777832, 32.424278259277344, 2.1143767833709717, 0.008568523451685905]"
76.859,1779427952691743444,"[-6.088817119598389, 32.433414459228516, 2.091501474380493, 0.006854819133877754]"
76.880,1779427952711773697,"[-6.081339359283447, 32.434818267822266, 2.0732011795043945, 0.005483855027705431]"
76.900,1779427952731809199,"[-6.0738677978515625, 32.43621826171875, 2.058560848236084, 0.004387083929032087]"
76.920,1779427952751860452,"[-6.0738677978515625, 32.43621826171875, 2.046848773956299, 0.0035096672363579273]"
76.939,1779427952771744874,"[-6.172520637512207, 32.41758728027344, 2.0374789237976074, 0.0028077338356524706]"
76.960,1779427952791808376,"[-6.1864013671875, 32.414939880371094, 2.0299832820892334, 0.0022461870685219765]"
76.979,1779427952811691048,"[-6.19341516494751, 32.41360092163086, 2.023986577987671, 0.0017969496548175812]"
77.000,1779427952832097254,"[-6.187660217285156, 32.41469955444336, 2.0191891193389893, 0.001437559723854065]"
77.019,1779427952851613013,"[-6.196516513824463, 32.41300964355469, 2.0153512954711914, 0.0011500477558001876]"
77.040,1779427952871849472,"[-6.2010979652404785, 32.412132263183594, 2.0122811794281006, 0.0009200382046401501]"
77.060,1779427952891879142,"[-6.145050525665283, 32.42280578613281, 2.0098249912261963, 0.0007360305753536522]"
77.080,1779427952911874104,"[-6.139316082000732, 32.423892974853516, 2.007859945297241, 0.0005888244486413896]"
77.100,1779427952931772816,"[-6.133567810058594, 32.42498016357422, 2.0062878131866455, 0.00047105958219617605]"
77.120,1779427952952213731,"[-6.133567810058594, 32.42498016357422, 2.005030393600464, 0.00037684765993617475]"
77.139,1779427952971709949,"[-5.947519779205322, 32.45962142944336, -1.0193535089492798, 0.0003014781104866415]"
77.160,1779427952991848700,"[-5.9078688621521, 32.466861724853516, 2.382049083709717, 0.00024118249712046236]"
77.180,1779427953011795829,"[-5.887444972991943, 32.4705696105957, 2.3056392669677734, 0.00019294599769636989]"
77.199,1779427953031740333,"[-5.887444972991943, 32.4705696105957, -0.7664647102355957, 0.00015435680688824505]"
77.219,1779427953051682212,"[-5.6624531745910645, 32.510562896728516, 2.5847384929656982, 0.000123485442600213]"
77.239,1779427953071729382,"[-5.597784519195557, 32.521759033203125, -0.5308765769004822, 9.878835408017039e-05]"
77.260,1779427953092048965,"[-5.597784519195557, 32.521759033203125, -0.22470125555992126, 7.903068035375327e-05]"
77.279,1779427953111645806,"[-5.724921226501465, 32.49961853027344, 3.031038284301758, 6.322454282781109e-05]"
77.299,1779427953131700267,"[-5.7026543617248535, 32.50353240966797, 2.8248305320739746, 5.057963790022768e-05]"
77.320,1779427953152306555,"[-5.7026543617248535, 32.50353240966797, 2.6598644256591797, 4.0463710320182145e-05]"
77.339,1779427953171717899,"[-5.6568756103515625, 32.511531829833984, 2.5278916358947754, 2.2247095108032227]"
77.359,1779427953191693902,"[-5.632664680480957, 32.5157356262207, 2.4223132133483887, 2.189242124557495]"
77.380,1779427953211799404,"[-5.620743274688721, 32.517799377441406, 2.337850570678711, 2.0426292419433594]"
77.402,1779427953233931090,"[-5.47432804107666, 32.54276657104492, 2.270280361175537, 2.1057775020599365]"
77.419,1779427953251721370,"[-5.424983501434326, 32.551029205322266, 2.216224431991577, 2.118194103240967]"
77.440,1779427953271765623,"[-5.3996734619140625, 32.55523681640625, -0.8292475938796997, 2.0248520374298096]"
77.460,1779427953291878708,"[-5.27284574508667, 32.576019287109375, 2.525587797164917, 0.7073231339454651]"
77.479,1779427953311731630,"[-5.2109575271606445, 32.585975646972656, 2.4204702377319336, 0.6421452760696411]"
77.500,1779427953331823132,"[-5.144591808319092, 32.596519470214844, -0.6627280116081238, 0.5829371809959412]"
77.520,1779427953352221756,"[-5.144591808319092, 32.596519470214844, 2.662821054458618, 0.5995231866836548]"
77.539,1779427953371517601,"[-5.060480117797852, 31.661968231201172, -0.4892476201057434, 0.35326364636421204]"
77.560,1779427953391768643,"[-4.9480743408203125, 31.160888671875, -0.19139809906482697, 0.3084336817264557]"
77.579,1779427953411552732,"[-5.016315937042236, 31.696029663085938, 0.04688152298331261, 0.3116120994091034]"
77.600,1779427953431973814,"[-4.765310287475586, 29.38768768310547, 0.2375052124261856, -1.2335903644561768]"
77.619,1779427953451660487,"[-4.676699638366699, 28.838077545166016, 0.3900041878223419, -0.9868722558021545]"
77.639,1779427953471725448,"[-4.581416130065918, 28.24726676940918, 3.5079944133758545, -0.7894977927207947]"
77.659,1779427953491679577,"[-4.847807884216309, 29.889739990234375, 0.20194433629512787, -0.6315982341766357]"
77.679,1779427953511599873,"[-4.3012566566467285, 26.88764190673828, 0.36155545711517334, -0.5052785873413086]"
77.699,1779427953531716750,"[-4.203204154968262, 26.34422492980957, 0.48924437165260315, -0.40422287583351135]"
77.720,1779427953551950001,"[-4.466817378997803, 27.996458053588867, 0.5913954973220825, -0.3233782947063446]"
77.739,1779427953571678674,"[-3.7514407634735107, 25.22769546508789, 3.6770403385162354, -0.2587026357650757]"
77.759,1779427953591740135,"[-3.616065502166748, 24.73973846435547, 0.3460187613964081, -0.20696210861206055]"
77.780,1779427953611899011,"[-3.6651346683502197, 25.30070686340332, 3.473212957382202, -0.16556969285011292]"
77.799,1779427953631716933,"[-3.1743721961975098, 23.896581649780273, 3.17857027053833, -0.1324557512998581]"
77.820,1779427953651800561,"[-2.9982645511627197, 23.376909255981445, 2.9428563117980957, -0.10596460103988647]"
77.840,1779427953671768106,"[-2.827103614807129, 22.875686645507812, -0.24709473550319672, -0.08477167785167694]"
77.860,1779427953692341144,"[-3.0190181732177734, 24.42857551574707, 2.989292860031128, -0.06781734526157379]"
77.879,1779427953711563490,"[-2.561225175857544, 21.868968963623047, 2.7914342880249023, -1.8932873010635376]"
77.899,1779427953731736658,"[-2.4076123237609863, 21.395824432373047, 2.6331474781036377, -1.8957771062850952]"
77.920,1779427953752132365,"[-2.459890365600586, 22.194684982299805, -0.4881957471370697, -1.7490359544754028]"
77.939,1779427953771603208,"[-2.214585065841675, 19.994503021240234, 2.818681240081787, -3.6141695976257324]"
77.959,1779427953791601086,"[-2.093111515045166, 19.510953903198242, -0.345763236284256, -3.736701011657715]"
77.979,1779427953811746838,"[-2.258767604827881, 21.05512046813965, -0.07661058753728867, -3.3097100257873535]"
77.999,1779427953831679384,"[-2.0621235370635986, 18.29294204711914, 3.142108678817749, -4.214543342590332]"
78.020,1779427953851846718,"[-1.9848977327346802, 17.794530868530273, 2.913686752319336, -4.368618965148926]"
78.039,1779427953871574517,"[-2.0325052738189697, 18.32018280029297, 2.7309494018554688, -4.2306718826293945]"
78.059,1779427953891716768,"[-2.1419050693511963, 17.488676071166992, -0.40969303250312805, -4.518177509307861]"
78.080,1779427953911803312,"[-2.115027666091919, 17.02989387512207, -0.12775442004203796, -4.669333457946777]"
78.100,1779427953931825398,"[-2.083820343017578, 16.53648567199707, 3.098884344100952, -4.83237886428833]"
78.120,1779427953952509852,"[-2.2584421634674072, 17.922225952148438, 2.8791074752807617, -4.446540832519531]"
78.139,1779427953971673574,"[-2.0067412853240967, 15.488738059997559, 2.7032859325408936, -3.7057714462280273]"
78.160,1779427953991832742,"[-1.9803858995437622, 15.052544593811035, 2.562628746032715, -3.7945847511291504]"
78.179,1779427954011704330,"[-2.0552594661712646, 15.498040199279785, -0.5587229132652283, -3.7473132610321045]"
78.200,1779427954031785332,"[-1.7493538856506348, 14.665634155273438, -0.24697831273078918, -4.0711588859558105]"
78.219,1779427954051628337,"[-1.685999870300293, 14.296388626098633, 0.0024173518177121878, -4.154999256134033]"
78.240,1779427954071910004,"[-1.7227721214294434, 14.699785232543945, 0.2019338756799698, -4.104486465454102]"
78.259,1779427954091707510,"[-1.454115629196167, 13.946825981140137, 0.3615471124649048, -4.412331581115723]"
78.279,1779427954111583473,"[-1.358919382095337, 13.569578170776367, 0.4892376959323883, -4.506871223449707]"
78.300,1779427954131788724,"[-1.262664794921875, 13.17839527130127, 0.5913901329040527, -4.60315465927124]"
78.320,1779427954152128431,"[-1.3738741874694824, 14.339083671569824, 0.6731120944023132, -4.397085189819336]"
78.339,1779427954171684732,"[-1.0005807876586914, 13.026069641113281, 3.749495267868042, -4.852889537811279]"
78.360,1779427954191822025,"[-0.8868418335914612, 12.687911987304688, 0.40037527680397034, -4.945124626159668]"
78.380,1779427954211763612,"[-0.9607239365577698, 13.744932174682617, 3.5190839767456055, -4.73236083984375]"
78.399,1779427954231609826,"[-0.6966702938079834, 12.084418296813965, 3.2152671813964844, -5.007205486297607]"
78.419,1779427954251670703,"[-0.5913596153259277, 11.766744613647461, 2.9722137451171875, -5.089214324951172]"
78.439,1779427954271747039,"[-0.5647442936897278, 12.133316040039062, 2.77777099609375, -5.030661582946777]"
78.459,1779427954291712835,"[-0.5644958019256592, 11.87232494354248, -0.37516963481903076, -4.0571112632751465]"
78.479,1779427954311614464,"[-0.48748475313186646, 11.578458786010742, -0.10013570636510849, -4.060365676879883]"
78.499,1779427954331736591,"[-0.41153720021247864, 11.289380073547363, 0.11989143490791321, -4.064934253692627]"
78.520,1779427954352533334,"[-0.4436464011669159, 12.170207023620605, 3.288135051727295, -4.036508560180664]"
78.539,1779427954371670515,"[-0.3612383008003235, 11.093746185302734, 3.030508041381836, -4.07846212387085]"
78.559,1779427954391699018,"[-0.30126872658729553, 10.824973106384277, -0.17846399545669556, -4.085716724395752]"
78.580,1779427954412214890,"[-0.3238338530063629, 11.635767936706543, 3.0483226776123047, -4.059706211090088]"
78.600,1779427954432018521,"[-0.21553044021129608, 10.88270092010498, 2.838658094406128, -3.9360592365264893]"
78.620,1779427954451822151,"[-0.16036668419837952, 10.677026748657227, 2.670926570892334, -3.9335851669311523]"
78.639,1779427954471704531,"[-0.1370895355939865, 10.920670509338379, 2.536741256713867, -3.931411027908325]"
78.660,1779427954491783200,"[-0.14371706545352936, 11.213200569152832, 2.4293930530548096, -3.6460165977478027]"
78.680,1779427954511981451,"[-0.10292352735996246, 11.050259590148926, 2.3435144424438477, -3.625300407409668]"
78.700,1779427954531799373,"[-0.06198273226618767, 10.879015922546387, -0.7242928147315979, -3.6048970222473145]"
78.720,1779427954552446202,"[-0.06505904346704483, 11.418960571289062, -0.3794342577457428, -3.6417088508605957]"
78.739,1779427954571671173,"[0.09923215210437775, 10.590317726135254, -0.10354740172624588, -3.1653661727905273]"
78.759,1779427954591671677,"[0.15392468869686127, 10.437837600708008, 0.1171620786190033, -3.1323180198669434]"
78.779,1779427954611610931,"[0.18557091057300568, 10.617101669311523, 3.3023788928985596, -3.1598548889160156]"
78.800,1779427954631791973,"[0.19365592300891876, 11.079670906066895, 0.046492770314216614, -3.239828586578369]"
78.819,1779427954651540188,"[0.473335862159729, 8.958099365234375, 0.2371942102909088, -1.2500097751617432]"
78.840,1779427954671941437,"[0.5324929356575012, 9.209792137145996, -2.5992014408111572, -1.3757882118225098]"
78.859,1779427954691641235,"[0.7498379349708557, 8.860626220703125, -2.0793612003326416, -2.461878538131714]"
78.879,1779427954711727487,"[0.8554393649101257, 8.710582733154297, -1.6634889841079712, -2.4709393978118896]"
78.899,1779427954731663533,"[0.9592568278312683, 8.575912475585938, -1.3307912349700928, -2.4742279052734375]"
78.921,1779427954752810272,"[1.0217900276184082, 9.134969711303711, 1.9238337278366089, -2.579620599746704]"
78.939,1779427954771580249,"[1.0811278820037842, 8.034269332885742, 1.7390669584274292, -2.5052051544189453]"
78.960,1779427954791938665,"[1.174190878868103, 7.88136625289917, 1.591253638267517, -2.4930031299591064]"
78.979,1779427954811750295,"[1.263758659362793, 8.088835716247559, 1.4730029106140137, -2.528137445449829]"
78.999,1779427954831565009,"[1.3413716554641724, 8.585606575012207, 1.3784023523330688, -2.602201223373413]"
79.019,1779427954851633762,"[1.4385490417480469, 7.599963188171387, 1.3027218580245972, -2.747063636779785]"
79.039,1779427954871715639,"[1.5343157052993774, 7.782311916351318, 1.2421774864196777, -2.760563611984253]"
79.060,1779427954891891724,"[1.6228693723678589, 8.23147201538086, 1.193742036819458, -2.7923643589019775]"
79.079,1779427954911718979,"[1.5922362804412842, 7.739729881286621, 1.1549935340881348, -4.309922218322754]"
79.100,1779427954932335183,"[1.6560707092285156, 7.643573760986328, 1.1239948272705078, -4.356464862823486]"
79.120,1779427954952033815,"[1.7414361238479614, 8.037576675415039, 1.0991958379745483, -4.18312931060791]"
79.139,1779427954971721072,"[1.5214028358459473, 8.196627616882324, 1.0793566703796387, -4.345398902893066]"
79.159,1779427954991668785,"[1.5190033912658691, 8.121337890625, 1.0634853839874268, -4.394054412841797]"
79.179,1779427955011718579,"[1.5708891153335571, 8.398743629455566, 1.0507882833480835, -4.246545791625977]"
79.199,1779427955031708291,"[1.5399632453918457, 9.053866386413574, -1.9630005359649658, -4.376152992248535]"
79.219,1779427955051566463,"[1.5144213438034058, 9.027203559875488, 1.4361329078674316, -4.421112537384033]"
79.240,1779427955072018752,"[1.5111042261123657, 9.07127857208252, 1.348906397819519, -4.382453918457031]"
79.259,1779427955091649427,"[1.4142603874206543, 9.377996444702148, 1.2791250944137573, -4.210533142089844]"
79.279,1779427955111637680,"[1.3683435916900635, 9.3738374710083, 1.2233000993728638, -4.239880084991455]"
79.299,1779427955131731516,"[1.3224327564239502, 9.368680000305176, -1.825576663017273, -4.270280838012695]"
79.320,1779427955151967099,"[1.3301736116409302, 9.423519134521484, -1.4604613780975342, -4.191928863525391]"
79.339,1779427955171547316,"[1.2992873191833496, 9.277599334716797, 1.8437871932983398, -4.076702117919922]"
79.359,1779427955191668860,"[1.266834020614624, 9.266623497009277, 1.6750297546386719, -4.094744682312012]"
79.379,1779427955211742279,"[1.275185465812683, 9.327712059020996, 1.5400238037109375, -4.052094459533691]"
79.399,1779427955231586159,"[1.5212990045547485, 9.101056098937988, 1.4320191144943237, -3.9705753326416016]"
79.420,1779427955251796660,"[1.553032398223877, 9.076784133911133, 1.345615267753601, -3.97770619392395]"
79.439,1779427955271651915,"[1.5747538805007935, 9.09994888305664, 1.2764922380447388, -3.9710681438446045]"
79.459,1779427955291650085,"[1.715349793434143, 8.705586433410645, -1.7754076719284058, -3.785865545272827]"
79.479,1779427955311706587,"[1.7745321989059448, 8.658184051513672, -1.4203261137008667, -3.7797608375549316]"
79.499,1779427955331671216,"[1.8334834575653076, 8.612628936767578, -1.1362608671188354, -3.7741286754608154]"
79.520,1779427955351909133,"[1.8561455011367798, 8.719082832336426, 2.0863144397735596, -3.7822892665863037]"
79.539,1779427955371680389,"[1.7198948860168457, 8.368961334228516, 1.8690515756607056, -3.490920066833496]"
79.559,1779427955391628102,"[1.7440741062164307, 8.32458209991455, -1.3091806173324585, -3.4753053188323975]"
79.580,1779427955411831894,"[1.769794225692749, 8.36577033996582, -1.047344446182251, -3.4888367652893066]"
79.600,1779427955431881688,"[1.4981412887573242, 7.282499313354492, 2.1687753200531006, -1.9788973331451416]"
79.619,1779427955451686194,"[1.4946035146713257, 7.196859836578369, 1.9350202083587646, -1.8854222297668457]"
79.639,1779427955471733947,"[1.5205776691436768, 7.287730693817139, 1.748016119003296, -1.9582453966140747]"
79.659,1779427955491726575,"[1.4036412239074707, 6.852387428283691, 1.5984129905700684, -1.778390884399414]"
79.679,1779427955511662329,"[1.3877032995224, 6.754785537719727, -4.5187788009643555, -1.6875149011611938]"
79.699,1779427955531640083,"[1.372073769569397, 6.658977031707764, -0.8113335371017456, -1.5975637435913086]"
79.720,1779427955551785251,"[1.4295854568481445, 6.938094139099121, -0.6490668058395386, -1.8120887279510498]"
79.740,1779427955571810254,"[1.1688482761383057, 6.829009532928467, -0.5192534327507019, -1.51716148853302]"
79.759,1779427955591666093,"[1.1142613887786865, 6.760302543640137, -0.41540277004241943, -1.434224247932434]"
79.779,1779427955611639763,"[1.1524193286895752, 6.991809368133545, -0.33232221007347107, -1.631506323814392]"
79.799,1779427955631681682,"[0.8215367197990417, 6.852105140686035, -0.2658577561378479, -1.3376165628433228]"
79.819,1779427955651520896,"[0.7299246191978455, 6.813350200653076, -0.2126862108707428, -1.2644075155258179]"
79.839,1779427955671591690,"[0.6936745047569275, 6.8916144371032715, -0.17014896869659424, -1.318162202835083]"
79.860,1779427955691804524,"[0.711384117603302, 7.067558765411377, -0.13611917197704315, -1.482582449913025]"
79.879,1779427955711562072,"[0.30197712779045105, 7.459391117095947, -0.10889533907175064, -0.9854081869125366]"
79.899,1779427955731745448,"[0.17007598280906677, 7.457804203033447, -0.08711627125740051, -0.9168950915336609]"
79.920,1779427955751900533,"[0.17184917628765106, 7.535558700561523, 2.92203688621521, -1.1025055646896362]"
79.940,1779427955771765705,"[0.17326773703098297, 7.597762584686279, 2.5376296043395996, -1.2509938478469849]"
79.959,1779427955791550377,"[-0.06664974242448807, 8.686570167541504, -0.7778104543685913, -0.4247245192527771]"
79.979,1779427955811631963,"[-0.12762194871902466, 8.640546798706055, 2.3731329441070557, -0.5000996589660645]"
79.999,1779427955831727548,"[-0.1262063980102539, 8.544708251953125, -0.8971652388572693, -0.696493923664093]"
80.019,1779427955851564429,"[-0.19775812327861786, 8.77502155303955, -0.7177321910858154, 0.04016122594475746]"
80.039,1779427955871746930,"[-0.248022198677063, 8.746621131896973, -0.5741857886314392, -0.011346794664859772]"
80.059,1779427955891523144,"[-0.19826525449752808, 9.913849830627441, -0.4593486189842224, 0.39269351959228516]"
80.080,1779427955911849727,"[-0.24781210720539093, 10.004066467285156, -0.3674788773059845, 0.48392990231513977]"
80.099,1779427955931567317,"[-0.2969507575035095, 10.096663475036621, -0.2939831018447876, 0.5805485248565674]"
80.120,1779427955952101272,"[-0.2894842028617859, 9.842792510986328, -0.23518648743629456, 0.3289557695388794]"
80.139,1779427955971644156,"[-0.2587936818599701, 10.526137351989746, -0.18814918398857117, 2.1658661365509033]"
80.159,1779427955991749200,"[-0.28370174765586853, 10.616785049438477, -0.15051935613155365, 1.7326929569244385]"
80.179,1779427956011577663,"[-0.27607038617134094, 10.331201553344727, -0.12041547894477844, 1.3861544132232666]"
80.199,1779427956031575542,"[-0.45678454637527466, 9.004453659057617, -0.09633238613605499, 1.1089235544204712]"
80.219,1779427956051630878,"[-0.524975597858429, 8.721648216247559, -3.0714316368103027, 0.8871387839317322]"
80.239,1779427956071637798,"[-0.5536162853240967, 8.751919746398926, 0.34152206778526306, 0.7097110152244568]"
80.260,1779427956091861423,"[-0.5541771650314331, 8.760786056518555, -2.7222506999969482, 0.5677688121795654]"
80.279,1779427956111553930,"[-0.6542941927909851, 7.88055944442749, 0.6331166625022888, 0.45421507954597473]"
80.300,1779427956131801764,"[-0.6882148385047913, 7.949847221374512, 0.506493330001831, 0.3633720576763153]"
80.320,1779427956152141180,"[-0.6980029344558716, 8.062912940979004, -2.5915520191192627, 0.2906976342201233]"
80.339,1779427956171745021,"[-1.055263638496399, 7.722805976867676, -2.2732415199279785, 0.23255811631679535]"
80.359,1779427956191647526,"[-1.1563104391098022, 7.717739105224609, 0.9820274710655212, 0.18604649603366852]"
80.380,1779427956211774611,"[-1.1740379333496094, 7.836060047149658, 0.7856219410896301, 0.14883719384670258]"
80.399,1779427956231650282,"[-1.595840334892273, 7.839445114135742, -2.380622625350952, 0.11906975507736206]"
80.419,1779427956251683452,"[-1.7415894269943237, 7.835447311401367, -2.1044981479644775, 0.09525579959154129]"
80.439,1779427956271518291,"[-1.822987675666809, 7.866066932678223, -1.8835984468460083, 0.07620464265346527]"
80.460,1779427956291778082,"[-1.9776909351348877, 7.953619003295898, 1.285516619682312, 0.0609637126326561]"
80.479,1779427956311700712,"[-2.1085398197174072, 7.951777458190918, -1.97150719165802, 1.5955790281295776]"
80.499,1779427956331613716,"[-2.180798053741455, 7.964433193206787, 1.2285059690475464, 1.4418023824691772]"
80.520,1779427956351921924,"[-2.235828161239624, 7.757315158843994, 0.9828048348426819, 1.3962303400039673]"
80.539,1779427956371615014,"[-2.344895601272583, 7.737725257873535, -2.2329633235931396, 1.3452905416488647]"
80.559,1779427956391590143,"[-2.454817056655884, 7.717260360717773, -1.98637056350708, 1.311700463294983]"
80.579,1779427956411640812,"[-2.4675467014312744, 7.7572784423828125, -1.789096474647522, 1.180580496788025]"
80.599,1779427956431749814,"[-2.593839406967163, 8.003776550292969, -1.6312772035598755, 1.2991589307785034]"
80.619,1779427956451565987,"[-2.6753227710723877, 7.996101379394531, -1.5050216913223267, 1.294797420501709]"
80.639,1779427956471730988,"[-2.7163565158843994, 7.987332820892334, 1.590232253074646, 1.2461539506912231]"
80.659,1779427956491703783,"[-2.7132441997528076, 7.9781813621521, -1.7296029329299927, 1.1541433334350586]"
80.679,1779427956511637496,"[-2.545027256011963, 7.63362455368042, -1.5836824178695679, 1.153518557548523]"
80.700,1779427956531778872,"[-2.571591854095459, 7.650348663330078, 1.5302952527999878, 1.124817132949829]"
80.720,1779427956551808834,"[-2.3334736824035645, 7.201196670532227, 1.2242361307144165, -1.4018402099609375]"
80.739,1779427956571644256,"[-2.3306729793548584, 7.164752960205078, 0.979388952255249, -1.1214721202850342]"
80.759,1779427956591677134,"[-2.3280627727508545, 7.1290764808654785, 0.7835111618041992, -0.8971776962280273]"
80.779,1779427956611733053,"[-2.3614695072174072, 7.231375217437744, 0.6268089413642883, -0.7177422046661377]"
80.799,1779427956631698557,"[-2.006542921066284, 5.799108982086182, 0.5014471411705017, 1.7421305179595947]"
80.819,1779427956651706643,"[-2.0044891834259033, 5.714605331420898, 0.4011577069759369, 1.6650432348251343]"
80.839,1779427956671744771,"[-2.0992283821105957, 5.9846978187561035, 0.32092615962028503, 1.4940967559814453]"
80.859,1779427956691677317,"[-2.139139413833618, 5.429281234741211, 0.256740927696228, 1.7421457767486572]"
80.879,1779427956711724778,"[-2.1703553199768066, 5.33597469329834, 3.203157424926758, 1.7290842533111572]"
80.899,1779427956731653240,"[-2.1989128589630127, 5.233127117156982, -0.24011051654815674, 1.7311241626739502]"
80.920,1779427956752376193,"[-2.2625768184661865, 5.285050868988037, -0.19208841025829315, 1.6774795055389404]"
80.940,1779427956771785787,"[-2.079728126525879, 4.54797887802124, -0.15367072820663452, 1.5753180980682373]"
80.959,1779427956791679250,"[-2.0924220085144043, 4.390591144561768, -3.1244332790374756, 1.6050026416778564]"
80.979,1779427956811710211,"[-2.2407875061035156, 4.701910495758057, 0.2972167730331421, 1.5073057413101196]"
81.000,1779427956831798089,"[-2.3096485137939453, 4.851223468780518, 0.23777343332767487, 1.4835941791534424]"
81.019,1779427956851712260,"[-2.3298699855804443, 4.778454303741455, 0.1902187466621399, 1.4981900453567505]"
81.039,1779427956871662597,"[-2.4312167167663574, 4.986311435699463, 0.15217499434947968, 1.4311017990112305]"
81.059,1779427956891563060,"[-2.832509756088257, 5.647411346435547, 0.12173999845981598, 1.58253014087677]"
81.079,1779427956911563855,"[-2.8752973079681396, 5.621847629547119, 0.0973919928073883, 1.6031560897827148]"
